id,Name,PharmacyOrderableItem,DosageForm,DeaSpcl,OrderUnit,PricePerOrderUnit,BenchmarkPricePerDispenseUnit,DispenseUnit,DispenseUnitsPerOrderUnit,PricePerDispenseUnit,NcpdpDispenseUnit,VaPrintName,PackageSize,PackageType,DrugClass,Ndc,ApplicationPackage,Message,Restriction,Strength,Unit,PossibleDosages,LocalPossibleDosage,Synonym,Generic,InactiveDate,PharmacyOrderableItemID,RxCUI,NF
85568,CLOBETASOL PROPIONATE 0.05% FOAM,CLOBETASOL PROPIONATE 0.05%,"FOAM,TOP",6,CN,37.27,000005.61220,GM,50,0.7454,GRAMS,CLOBETASOL PROPIONATE 0.05% TOP FOAM,50.0,CAN,"DE200 ANTI-INFLAMMATORY,TOPICAL",45802-0637-32,OX,***SDR REQUIRED***,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""OLUX""]",CLOBETASOL,,1581,1992273,N/F
84439,CLOBETASOL PROPIONATE 0.05% OINT,CLOBETASOL PROPIONATE 0.05% (60GM),"OINT,TOP",6,TU,13.36,000001.34666,GM,60,0.2227,GRAMS,CLOBETASOL PROPIONATE 0.05% OINT,60 GM,TUBE,"DE200 ANTI-INFLAMMATORY,TOPICAL",00713-0656-60,OXU,60GM,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""TEMOVATE"", ""051672125902"", ""EMBELINE"", ""CORMAX"", ""301680162607""]",CLOBETASOL,,921,861448,
84328,CLOBETASOL PROPIONATE 0.05% OINT,CLOBETASOL PROPIONATE 0.05% (15GM),"OINT,TOP",6,TU,4.4,000000.33333,GM,15,0.2933,GRAMS,CLOBETASOL PROPIONATE 0.05% OINT,15.0,TUBE,"DE200 ANTI-INFLAMMATORY,TOPICAL",51672-1259-01,OU,15GM,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""TEMOVATE"", ""051672125901"", ""CORMAX"", ""EMBELINE"", ""CLOBEX"", ""CLOBETASOL PROPIONATE 0.05% OINT"", ""360429901150"", ""301680162157"", ""35167212591"", ""351672125912""]",CLOBETASOL,,2130,861448,
87242,CLOBETASOL PROPIONATE 0.05% TOP SHAMPOO,CLOBETASOL PROPIONATE 0.05%,SHAMPOO,6,BT,7.07,000000.63559,ML,118,0.0599,,CLOBETASOL PROPIONATE 0.05% TOP SHAMPOO,118.0,BOTTLE,"DE200 ANTI-INFLAMMATORY,TOPICAL",45802-0961-26,O,***SDR REQUIRED***/BOTTLE = 118ML,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOBETASOL,,2880,861490,N/F
84921,CLOBETASOL PROPIONATE 0.05% TOP SOLN,CLOBETASOL PROPIONATE 0.05%,"SOLN,TOP",6,BT,8.62,000000.84000,ML,50,0.1724,MILLILITERS,CLOBETASOL PROPIONATE 0.05% TOP SOLN,25 ML,BOTTLE,"DE200 ANTI-INFLAMMATORY,TOPICAL",51672-1293-03,OXU,***SDR REQUIRED***,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""TEMOVATE"", ""051672129302"", ""CORMAX"", ""EMBELINE"", ""CLOBEX""]",CLOBETASOL,,1157,861487,N/F
4277,CLOMIPHENE CITRATE 50MG TAB,CLOMIPHENE,TAB,6,BX,225.10,000011.48266,TAB,30,7.5033,EACH,CLOMIPHENE CITRATE 50MG TAB,30,UNIT DOSE,HS400 GONADOTROPINS,00713-0885-30,OUX,,,50,MG,"[{""Dose"": ""50"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""100"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""CLOMID"", ""CLO50""]",CLOMIPHENE,,724,1093060,
87425,CLOMIPRAMINE 25MG CAP,CLOMIPRAMINE,"CAP,ORAL",6,BT,604.19,000006.66140,CAP,100,6.0419,,CLOMIPRAMINE HCL 25MG CAP,100,BOTTLE,CN601 TRICYCLIC ANTIDEPRESSANTS,16714-0849-03,OX,***SDR REQUIRED***,,25,MG,"[{""Dose"": ""25"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""50"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""ANAFRANIL""]",CLOMIPRAMINE,,3030,857297,N/F
84217,CLONAZEPAM 0.5MG TAB,CLONAZEPAM,TAB,4CL,BT,2.87,000000.03000,TAB,100,0.0287,EACH,CLONAZEPAM 0.5MG TAB,100.0,BOTTLE,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,59651-0722-01,ON,,,0.5,MG,"[{""Dose"": "".5"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KLONOPIN"", ""000378191001"", ""CLO0.5"", ""00228300311""]",CLONAZEPAM,,795,197527,
84576,CLONAZEPAM 0.5MG TAB U/D,CLONAZEPAM,TAB,4CL,BX,3.48,000000.11140,TAB,100,0.0348,EACH,CLONAZEPAM 0.5MG TAB,4 X 25,"UNIT DOSE,REVERSE NUMBERED",CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,63739-0263-10,UN,,,0.5,MG,"[{""Dose"": "".5"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KLONOPIN"", ""0100351079881015"", ""0603294821"", ""0100363739263109"", ""00228-3003-11"", ""00093-0832-01"", ""43547-0406-10"", ""00093-0832-05"", ""72888015205"", ""59651072201""]",CLONAZEPAM,,795,197527,
83853,CLONAZEPAM 1MG TAB,CLONAZEPAM,TAB,4CL,BT,2.05,000000.05200,TAB,100,0.0205,EACH,CLONAZEPAM 1MG TAB,100.0,BOTTLE,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,43547-0407-10,OXN,,,1,MG,"[{""Dose"": ""1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""2"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""CLO1"", ""KLONOPIN""]",CLONAZEPAM,,795,197528,
86593,CLONAZEPAM OD 0.125MG TAB,CLONAZEPAM,"TAB,ORAL DISINTEGRATING",4CL,BT,48.47,000000.92366,TAB,60,0.8078,EACH,CLONAZEPAM 0.125MG ORALLY DISINTEG TAB,60.0,BLIST PACK,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,49884-0306-02,OXNU,***Restricted for breakthrough seizures***,,0.125,MG,"[{""Dose"": "".125"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".25"", ""DispenseUnitsPerDose"": ""2""}]",[],[],CLONAZEPAM,,1599,349194,
86668,CLONAZEPAM OD 0.5MG TAB,CLONAZEPAM,"TAB,ORAL DISINTEGRATING",4CL,BT,48.39,000000.92216,TAB,60,0.8065,,CLONAZEPAM 0.5MG ORALLY DISINTEG TAB,60.0,BLIST PACK,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,49884-0308-02,OXNU,***Restricted for breakthrough seizures***,,0.5,MG,"[{""Dose"": "".5"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""1"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KLONOPIN"", ""0100349884308520""]",CLONAZEPAM,,1599,349198,
85611,CLONAZEPAM OD 1MG TAB,CLONAZEPAM,"TAB,ORAL DISINTEGRATING",4CL,BX,55.36,000001.05383,TAB,60,0.9227,EACH,CLONAZEPAM 1MG ORALLY DISINTEG TAB,OTHER,OTHER,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,49884-0309-02,OUNX,***Restricted for breakthrough seizures***,,1,MG,"[{""Dose"": ""1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""2"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""0100349884309527""]",CLONAZEPAM,,1599,349196,
86773,CLONAZEPAM OD 1MG TAB (NB),CLONAZEPAM (NB),"TAB,ORAL DISINTEGRATING",4CFLW,BX,55.36,000001.05383,TAB,60,0.9227,,CLONAZEPAM 1MG ORALLY DISINTEG TAB,60.0,BLIST PACK,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,49884-0309-02,ON,***Restricted for breakthrough seizures***,,1,MG,"[{""Dose"": ""1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""2"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KLONOPIN""]",CLONAZEPAM,,2604,349196,
86602,CLONAZEPAM OD 2MG TAB,CLONAZEPAM,"TAB,ORAL DISINTEGRATING",4CL,BX,76.87,000001.46016,TAB,60,1.2812,,CLONAZEPAM 2MG ORALLY DISINTEG TAB,60.0,BLIST PACK,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,49884-0310-02,OXN,***Restricted for breakthrough seizures***,,2,MG,"[{""Dose"": ""2"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""4"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""KLONIPIN""]",CLONAZEPAM,,1599,349197,
84703,CLONIDINE 0.1MG/24H PATCH,CLONIDINE 0.1MG/24HR,PATCH,6,PG,40.63,000026.49750,PATCH,4,10.1575,EACH,CLONIDINE 0.1MG/24HR PATCH,3 X 4,CARTON,"CV490 ANTIHYPERTENSIVES,OTHER",00591-3508-04,OUX,TTS for 1 week for Detox use only per protocol,,,,[],"[{""LocalPossibleDosage"": ""1 PATCH"", ""NumericDose"": ""1"", ""DoseUnit"": ""PATCH(ES)""}]","[""CATAPRES"", ""CATAPRES-TTS"", ""305913508545""]",CLONIDINE,,2204,998671,
1526,CLONIDINE 0.2MG/24HR PATCH,CLONIDINE 0.2MG/24HR,PATCH,6,BX,76.35,000044.61250,PATCH,4,19.0875,EACH,CLONIDINE 0.2MG/24HR PATCH,3 X 4,CARTON,"CV490 ANTIHYPERTENSIVES,OTHER",00591-3509-04,OUX,TTS for 1 week for Detox use only per protocol,,,,[],"[{""LocalPossibleDosage"": ""1 PATCH"", ""NumericDose"": ""1"", ""DoseUnit"": ""PATCH(ES)""}]","[""CATAPRES-TTS-2"", ""CLOPAT"", ""CATAPRESS"", ""CATAPRES""]",CLONIDINE,,447,998675,
86219,CLONIDINE 0.3MG/24HR PATCH,CLONIDINE 0.3MG/24HR,PATCH,6,BX,15.16,000030.98000,PATCH,4,3.7900,EACH,CLONIDINE 0.3MG/24HR PATCH,4,CARTON,"CV490 ANTIHYPERTENSIVES,OTHER",75907-0025-48,OXU,TTS for 1 week for Detox use only per protocol,,,,[],"[{""LocalPossibleDosage"": ""1 PATCH"", ""NumericDose"": ""1"", ""DoseUnit"": ""PATCH(ES)""}]","[""CATAPRES""]",CLONIDINE,,2203,998679,N/F
87603,CLONIDINE 10MCG/ML SUSP (CMPD),CLONIDINE 10MCG/ML (CMPD),"SUSP,ORAL",60M,BT,1,0.000,ML,100,0.0100,,,,,,,OUZX,Compound/***SDR REQUIRED***,,,,[],"[{""LocalPossibleDosage"": ""1ML"", ""NumericDose"": ""1"", ""DoseUnit"": ""MILLILITER(S)""}]",[],,,3132,,N/F
88132,CLONIDINE 20MCG/ML SUSP (CMPD),CLONIDINE 20MCG/ML (CMPD),SUSP,0,BT,1.58,0.000,ML,300,0.0053,,,,,,,OZ,***SDR REQUIRED; COMPOUND***,,,,[],[],[],,,3477,,N/F
87746,CLONIDINE HCL 0.1MG SA TAB,CLONIDINE,"TAB,SA",6,BT,131.81,000003.33333,TAB,60,2.1968,,CLONIDINE HCL 0.1MG SA TAB,60.0,BOTTLE,"CV490 ANTIHYPERTENSIVES,OTHER",00228-4241-06,OX,***SDR REQUIRED***,,0.1,MG,"[{""Dose"": "".1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".2"", ""DispenseUnitsPerDose"": ""2""}]",[],[],CLONIDINE,,3241,1013930,N/F
85489,CLONIDINE HCL 0.1MG TAB,CLONIDINE,TAB,6,BT,8.68,000000.04240,TAB,500,0.0174,EACH,CLONIDINE HCL 0.1MG TAB,100.0,BOTTLE,"CV490 ANTIHYPERTENSIVES,OTHER",00228-2127-50,OX,,,0.1,MG,"[{""Dose"": "".1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".2"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""CATAPRESS"", ""CLO0.1""]",CLONIDINE,,770,884173,
86357,CLONIDINE HCL 0.1MG TAB U/D,CLONIDINE,TAB,6,BX,33.18,000000.30440,TAB,100,0.3318,EACH,CLONIDINE HCL 0.1MG TAB UD,10 X 10,UNIT DOSE,"CV490 ANTIHYPERTENSIVES,OTHER",60687-0113-01,U,,,0.1,MG,"[{""Dose"": "".1"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""CATAPRES"", ""0904565661"", ""0100351079299018"", ""0603295732"", ""00228-2127-10"", ""6068711301"", ""0100360687113111"", ""36068711301"", ""00228-2127-50""]",CLONIDINE,,770,884173,
85075,CLONIDINE HCL 0.2MG TAB,CLONIDINE,TAB,6,BT,26.3,000000.05800,TAB,500,0.0526,EACH,CLONIDINE HCL 0.2MG TAB,100,BOTTLE,"CV490 ANTIHYPERTENSIVES,OTHER",00228-2128-50,OX,,,0.2,MG,"[{""Dose"": "".2"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".4"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""CATAPRES"", ""CLO2"", ""CLO0.2""]",CLONIDINE,,770,884185,
84986,CLONIDINE HCL 0.2MG TAB U/D,CLONIDINE,TAB,6,BX,8.68,000000.06940,TAB,100,0.0868,EACH,CLONIDINE HCL 0.2MG TAB UD,10 X 10,UNIT DOSE,"CV490 ANTIHYPERTENSIVES,OTHER",00904-5657-61,U,,,0.2,MG,"[{""Dose"": "".2"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".4"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""CATAPRES"", ""051079030020"", ""CATAPRESS"", ""0904565761"", ""00228-2128-50"", ""0100360687124117""]",CLONIDINE,,770,309357,
87133,CLONIDINE HCL 100MCG/ML INJ,CLONIDINE 100MCG/ML,INJ,6,VI,9.72,000002.50000,ML,10,0.9720,,CLONIDINE HCL 100MCG/ML INJ,10 ML,VIAL,CN103 NON-OPIOID ANALGESICS,39822-2000-01,UI,1000MCG/10ML VIAL,,100,MCG/ML,"[{""Dose"": ""100"", ""DispenseUnitsPerDose"": ""1""}]",[],"[""DURACLON"", ""0100367457218106"", ""367457218106"", ""39822-2000-01"", "" 3982220001"", ""3982220001""]",CLONIDINE,,2833,884221,
88407,CLOPIDOGREL 5MG/ML ORAL SUSP (CMPD),CLOPIDOGREL,"SUSP,ORAL",0,BT,,0.000,ML,90,0.0000,,,,,,,OZ,*SDR/COMPOUNDED MED*,,,,[],"[{""LocalPossibleDosage"": ""5 mL (25mg)"", ""NumericDose"": ""5"", ""DoseUnit"": ""MILLILITER(S)""}, {""LocalPossibleDosage"": ""6.6 mL (33mg)"", ""NumericDose"": ""10"", ""DoseUnit"": ""MILLILITER(S)""}]",[],,,3665,,N/F
84377,CLOPIDOGREL 75MG TAB,CLOPIDOGREL,TAB,6,BT,92.29,000000.16667,TAB,1000,0.0923,EACH,CLOPIDOGREL BISULFATE 75MG TAB,500,BOTTLE,BL117 PLATELET AGGREGATION INHIBITORS,60505-0253-03,OX,FOR CORONARY STENTS; STROKE PROPHYLAXIS IN PTS INTOLERANT OF ASA,,75,MG,"[{""Dose"": ""75"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""150"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""PLAVIX"", ""CLO75"", ""0093731405""]",CLOPIDOGREL,,940,309362,
86093,CLOPIDOGREL 75MG TAB U/D,CLOPIDOGREL,TAB,6,BX,644.55,000006.44550,TAB,100,6.4455,EACH,CLOPIDOGREL BISULFATE 75MG TAB UD,3 X 100,UNIT DOSE,BL117 PLATELET AGGREGATION INHIBITORS,63653-1171-03,U,,,75,MG,"[{""Dose"": ""75"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""150"", ""DispenseUnitsPerDose"": ""2""}, {""Dose"": ""300"", ""DispenseUnitsPerDose"": ""4""}, {""Dose"": ""600"", ""DispenseUnitsPerDose"": ""8""}]",[],"[""PLAVIX"", ""0110363653117134"", ""0100351079557019"", ""00093731498"", ""0093-7314-05"", ""00093-7314-05"", ""0093-7314-98"", ""00093-7314-98"", ""60505-0253-3"", ""06050-5025-33"", ""60505-0253-03"", ""0904629461""]",CLOPIDOGREL,,940,309362,
87375,CLORAZEPATE 3.75MG TAB,CLORAZEPATE,TAB,4C,BT,148.63,000000.99500,TAB,100,1.4863,,CLORAZEPATE DIPOTASSIUM 3.75MG TAB,100.0,BOTTLE,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,51672-4042-01,OXN,***SDR REQUIRED***,,3.75,MG,"[{""Dose"": ""3.75"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""7.5"", ""DispenseUnitsPerDose"": ""2""}]",[],[],CLORAZEPATE,,911,197465,N/F
88036,CLOTRIMAZOLE 1% BETAMETHASONE DIP 0.05% CRM,BETAMETHASONE/CLOTRIMAZOLE,"CREAM,TOP",,TU,9.18,000000.67466,GM,15,0.6120,,BETAMETHASONE DIPR 0.05/CLOTRIM 1% CREAM,15.0,TUBE,"DE250 ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",00472-0379-15,OX,SDR,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],BETAMETHASONE/CLOTRIMAZOLE,,3421,308714,N/F
85449,CLOTRIMAZOLE 1% CREAM,CLOTRIMAZOLE 1%,"CREAM,TOP",9,TU,3.01,000000.34000,GM,15,0.2007,GRAMS,CLOTRIMAZOLE 1% TOP CREAM,15 GM,TUBE,"DE102 ANTIFUNGAL,TOPICAL",51672-2002-01,OUX,,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""LOTRIMIN"", ""MYCELEX"", ""CLO15"", ""345802434012"", ""309047822317"", ""309047822362"", ""351672127510"", ""368462181171"", ""34580243401"", ""351672200213""]",CLOTRIMAZOLE,,158,309367,
87909,CLOTRIMAZOLE 1% CREAM PP,CLOTRIMAZOLE 1% PP,"CREAM,TOP",9FW,TU,9.51,000000.69400,GM,15,0.6340,,CLOTRIMAZOLE 1% TOP CREAM,15.0,TUBE,"DE102 ANTIFUNGAL,TOPICAL",68462-0181-17,O,,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,,3342,309367,
84334,CLOTRIMAZOLE 1% TOP OTIC SOLN,CLOTRIMAZOLE 1% TOP SOLN,"SOLN,TOP",6P,BT,4.93,000000.70000,ML,10,0.4930,MILLILITERS,CLOTRIMAZOLE 1% TOP SOLN,30 ML,BOTTLE,"DE102 ANTIFUNGAL,TOPICAL",54633-0018-10,O,10ML,,,,[],"[{""LocalPossibleDosage"": ""1 DROP"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""2 DROPS"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""3 DROPS"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,,827,309370,
83983,CLOTRIMAZOLE 1% TOP SOLN,CLOTRIMAZOLE 1% TOP SOLN,"SOLN,TOP",9,BT,28.24,000001.99266,ML,30,0.9413,MILLILITERS,CLOTRIMAZOLE 1% TOP SOLN,10 ML,BOTTLE,"DE102 ANTIFUNGAL,TOPICAL",51672-1260-03,OX,,,,,[],"[{""LocalPossibleDosage"": ""A FEW DROPS"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,,827,309370,
4280,CLOTRIMAZOLE 1% VAG CREAM,CLOTRIMAZOLE 1%,"CREAM,VAG",9,PG,3.54,000000.09000,GM,45,0.0787,GRAMS,CLOTRIMAZOLE 1% VAG CREAM,45.0,TUBE/KIT,"GU300 ANTI-INFECTIVES,VAGINAL",51672-2003-06,OUX,,,,,[],"[{""LocalPossibleDosage"": ""1 APPLICATORFUL"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""LOTRIMIN"", ""CLO45"", ""LOT45"", ""MYCELEX"", ""CLOV"", ""CLO1V"", ""351672200367"", ""361269220630""]",CLOTRIMAZOLE,,726,309368,
1744,CLOZAPINE 100MG TAB,CLOZAPINE,TAB,6,BT,230.99,000002.30990,TAB,100,2.3099,EACH,CLOZAPINE (CLOZARIL) 100MG TAB,100.0,BOTTLE,"CN709 ANTIPSYCHOTICS,OTHER",00093-7772-01,UX,***SDR REQUIRED***/CHECK WBC'S BEFORE DISPENSING,,100,MG,"[{""Dose"": ""100"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""200"", ""DispenseUnitsPerDose"": ""2""}, {""Dose"": ""300"", ""DispenseUnitsPerDose"": ""3""}]",[],"[""CLOZARIL""]",CLOZAPINE (CLOZARIL),,2841,197535,N/F
87477,COAL TAR 0.5% SHAMPOO,COAL TAR 0.5%,SHAMPOO,9,BT,9.99,000000.03775,ML,240,0.0416,,COAL TAR 0.5% SHAMPOO,251.0,BOTTLE,"DE820 ANTIPSORIATICS,TOPICAL",00096-0737-08,O,,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""THERA-GEL"", ""THERA GEL""]",COAL TAR,,3074,309381,
86658,COB/ELV/EMT/TENO TAB,STRIBILD,"TAB,ORAL",6,BT,1835.32,000147.42333,TAB,30,61.1773,,STRIBILD ORAL TAB,30.0,BOTTLE,AM800 ANTIVIRALS,61958-1201-01,OXU,***SDR REQUIRED***,,,,[],"[{""LocalPossibleDosage"": ""1 TABLET"", ""NumericDose"": ""1"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""2 TABLETS"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""STRIBILD"", ""61958-1201-01""]",COBICISTAT/ELVITEGRAVIR/EMTRICITABINE/TENOFOVIR,,2661,1306292,N/F
86944,COBICISTAT/DARUNAVIR 150MG/800MG TAB,COBICISTAT 150MG/DARUNAVIR 800MG,"TAB,ORAL",6,BT,1279.07,000082.22400,TAB,30,42.6357,,COBICISTAT 150MG/DARUNAVIR 800MG TAB,30.0,BOTTLE,AM800 ANTIVIRALS,59676-0575-30,OXU,***SDR REQUIRED***,,,,[],"[{""LocalPossibleDosage"": ""1 TABLET"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""2 TABLETS"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""PREZCOBIX"", ""5967657530""]",COBICISTAT/DARUNAVIR,,2722,1600704,N/F
87719,COCAINE HCL 4% NASAL SOLN,COCAINE,"SOLN,TOP",2A,BT,72.96,000061.25000,ML,4,18.2400,,COCAINE HCL 4% TOP SOLN,4,BOTTLE,"NT300 ANESTHETICS,MUCOSAL",64950-0362-04,UN,**ER AND URGENT CARE USE ONLY**,,,,[],[],[],COCAINE,,3225,1995288,
83984,COCCIDIOIDIN SKIN TEST 1:100,COCCIDIODIN,INJ,6,VI,17.60,,VIAL,1,17.600,EACH,,,,DX300 DIAGNOSTIC ANTIGENS,,OUX,,,,,[],[],[],,,828,,
84799,CODEINE 30MG/ACETAMINOPHEN 300MG TAB,ACETAMINOPHEN/CODEINE 300MG/30MG,TAB,3AB,BT,144.31,000000.35802,TAB,1000,0.1443,EACH,CODEINE 30/ACETAMINOPHEN 300MG TAB,100.0,BOTTLE,CN101 OPIOID ANALGESICS,00406-0484-10,OXN,CONTRAINDICATED <12 YEARS OLD,,,,[],"[{""LocalPossibleDosage"": ""1 TABLET"", ""NumericDose"": ""1"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""1 TO 2 TABLETS"", ""NumericDose"": ""2"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""1/2 TABLET"", ""NumericDose"": ""0.5"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""2 TABLETS"", ""NumericDose"": ""2"", ""DoseUnit"": ""TABLET(S)""}]","[""TYLENOL WITH CODEINE"", ""T3"", ""APAP/COD""]",ACETAMINOPHEN/CODEINE,,1876,993781,
86906,CODEINE 30MG/ACETAMINOPHEN 300MG TAB PREPACK,ACETAMINOPHEN/CODEINE 300MG/30MG PREPACK,TAB,3AFW,BT,16.24,000000.43500,TAB,100,0.1624,,CODEINE 30/ACETAMINOPHEN 300MG TAB,100.0,BOTTLE,CN101 OPIOID ANALGESICS,00406-0484-01,ON,PREPACK,,,,[],"[{""LocalPossibleDosage"": ""1 TABLET"", ""NumericDose"": ""1"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""1 TO 2 TABLETS"", ""NumericDose"": ""2"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""1/2 TABLET"", ""NumericDose"": ""0.5"", ""DoseUnit"": ""TABLET(S)""}, {""LocalPossibleDosage"": ""2 TABLETS"", ""NumericDose"": ""2"", ""DoseUnit"": ""TABLET(S)""}]","[""T3""]",ACETAMINOPHEN/CODEINE,,2695,993781,
290,CODEINE SULFATE 30MG TAB,CODEINE,TAB,2A,BT,70.3,000000.77510,TAB,100,0.7030,EACH,CODEINE SO4 30MG TAB,100,BOTTLE,CN101 OPIOID ANALGESICS,00054-0244-25,OXN,,,30,MG,"[{""Dose"": ""30"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""60"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""COD30""]",CODEINE,,205,997287,
83826,CODEINE SULFATE 30MG TAB U/D,CODEINE,TAB,2A,BX,103.1,000000.85920,TAB,100,1.0310,EACH,CODEINE SO4 30MG TAB,4 X 25,UNIT DOSE,CN101 OPIOID ANALGESICS,00054-0244-24,UN,,,30,MG,"[{""Dose"": ""30"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""60"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""0110300540244245"", ""00054-0244-25"", ""00527-1698-01""]",CODEINE,,205,997287,
